97300 100.00 705 50000 M0_2_50000_blastdb_BL60006.dna.00000001.out 3471549 3422254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 93.00 4114498 4114525 M0_2_50000_blastdb_BL60006.dna.04100001.out 515113 515086 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 89.00 4120005 4120040 M0_2_50000_blastdb_BL60006.dna.04100001.out 365278 365313 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 100.00 4134294 4134313 M0_2_50000_blastdb_BL60006.dna.04100001.out 272239 272258 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 89.00 4120004 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 124795 124829 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4120026 4120044 M0_2_50000_blastdb_BL60006.dna.04100001.out 4648544 4648526 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4118535 4118553 M0_2_50000_blastdb_BL60006.dna.04100001.out 4600045 4600027 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4107436 4107462 M0_2_50000_blastdb_BL60006.dna.04100001.out 4547810 4547836 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4120024 4120042 M0_2_50000_blastdb_BL60006.dna.04100001.out 4369526 4369508 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 90.00 4120003 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4305119 4305082 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144796 4144814 M0_2_50000_blastdb_BL60006.dna.04100001.out 4262783 4262765 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 4262619 4262601 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 4257364 4257386 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4110005 4110023 M0_2_50000_blastdb_BL60006.dna.04100001.out 4088574 4088592 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4120019 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4077064 4077042 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4111212 4111230 M0_2_50000_blastdb_BL60006.dna.04100001.out 4042204 4042186 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4116285 4116303 M0_2_50000_blastdb_BL60006.dna.04100001.out 3856322 3856304 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 3749197 3749175 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 3743781 3743799 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4114499 4114525 M0_2_50000_blastdb_BL60006.dna.04100001.out 3608380 3608406 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 3600196 3600174 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 3594780 3594798 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 3557981 3557959 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 3552725 3552743 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 3423569 3423547 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4134828 4134846 M0_2_50000_blastdb_BL60006.dna.04100001.out 3412174 3412192 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4138788 4138806 M0_2_50000_blastdb_BL60006.dna.04100001.out 3408214 3408232 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 2717668 2717646 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 2712252 2712270 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144796 4144814 M0_2_50000_blastdb_BL60006.dna.04100001.out 2712088 2712106 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 87.00 4120002 4120040 M0_2_50000_blastdb_BL60006.dna.04100001.out 2672194 2672232 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4141202 4141228 M0_2_50000_blastdb_BL60006.dna.04100001.out 2554799 2554825 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4120880 4120902 M0_2_50000_blastdb_BL60006.dna.04100001.out 2068768 2068790 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4138889 4138907 M0_2_50000_blastdb_BL60006.dna.04100001.out 2011223 2011205 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4100058 4100076 M0_2_50000_blastdb_BL60006.dna.04100001.out 1720269 1720287 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4134494 4134512 M0_2_50000_blastdb_BL60006.dna.04100001.out 1403206 1403188 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144829 4144847 M0_2_50000_blastdb_BL60006.dna.04100001.out 1253016 1253034 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4120024 4120042 M0_2_50000_blastdb_BL60006.dna.04100001.out 1217099 1217117 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 93.00 4114497 4114523 M0_2_50000_blastdb_BL60006.dna.04100001.out 995207 995233 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 84.00 4144276 4144330 M0_2_50000_blastdb_BL60006.dna.04100001.out 787218 787272 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4129238 4129256 M0_2_50000_blastdb_BL60006.dna.04100001.out 648208 648226 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 89.00 4120004 4120038 M0_2_50000_blastdb_BL60006.dna.04100001.out 557157 557191 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 90.00 4120004 4120034 M0_2_50000_blastdb_BL60006.dna.04100001.out 503814 503784 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4144792 4144810 M0_2_50000_blastdb_BL60006.dna.04100001.out 292606 292588 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 4148631 4148653 M0_2_50000_blastdb_BL60006.dna.04100001.out 287351 287373 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 90.00 4120004 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 244317 244279 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 4112844 4112862 M0_2_50000_blastdb_BL60006.dna.04100001.out 54449 54431 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4778843 4778826 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 4114496 4114525 M0_2_50000_blastdb_BL60006.dna.04100001.out 4756157 4756186 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4133777 4133798 M0_2_50000_blastdb_BL60006.dna.04100001.out 4616464 4616443 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4112794 4112815 M0_2_50000_blastdb_BL60006.dna.04100001.out 4554541 4554562 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 4114498 4114523 M0_2_50000_blastdb_BL60006.dna.04100001.out 4400881 4400856 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 87.00 4120004 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4362676 4362713 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120880 4120897 M0_2_50000_blastdb_BL60006.dna.04100001.out 4299442 4299459 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4286992 4286975 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4106083 4106100 M0_2_50000_blastdb_BL60006.dna.04100001.out 4159145 4159162 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4116031 4116064 M0_2_50000_blastdb_BL60006.dna.04100001.out 4147100 4147067 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 4144248 4144281 M0_2_50000_blastdb_BL60006.dna.04100001.out 4132656 4132623 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120027 4120044 M0_2_50000_blastdb_BL60006.dna.04100001.out 4111667 4111650 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 4110141 4110124 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4133614 4133631 M0_2_50000_blastdb_BL60006.dna.04100001.out 3949810 3949827 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 3743667 3743650 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4132718 4132735 M0_2_50000_blastdb_BL60006.dna.04100001.out 3698801 3698818 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4143667 4143684 M0_2_50000_blastdb_BL60006.dna.04100001.out 3640275 3640292 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4116048 4116065 M0_2_50000_blastdb_BL60006.dna.04100001.out 3617954 3617937 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4114497 4114518 M0_2_50000_blastdb_BL60006.dna.04100001.out 3613004 3612983 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 83.00 4144274 4144331 M0_2_50000_blastdb_BL60006.dna.04100001.out 3569885 3569942 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120023 4120040 M0_2_50000_blastdb_BL60006.dna.04100001.out 3209645 3209662 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 4114496 4114525 M0_2_50000_blastdb_BL60006.dna.04100001.out 3103456 3103427 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4104893 4104910 M0_2_50000_blastdb_BL60006.dna.04100001.out 3025891 3025908 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 2711970 2711953 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4100396 4100413 M0_2_50000_blastdb_BL60006.dna.04100001.out 2577330 2577313 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 4142588 4142613 M0_2_50000_blastdb_BL60006.dna.04100001.out 2556182 2556207 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 2478555 2478538 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4116413 4116430 M0_2_50000_blastdb_BL60006.dna.04100001.out 2291168 2291151 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4107601 4107618 M0_2_50000_blastdb_BL60006.dna.04100001.out 2156702 2156685 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4140654 4140671 M0_2_50000_blastdb_BL60006.dna.04100001.out 2147757 2147740 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4128118 4128135 M0_2_50000_blastdb_BL60006.dna.04100001.out 1979160 1979143 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4119030 4119047 M0_2_50000_blastdb_BL60006.dna.04100001.out 1771215 1771232 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 4114497 4114526 M0_2_50000_blastdb_BL60006.dna.04100001.out 1758370 1758399 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4126492 4126509 M0_2_50000_blastdb_BL60006.dna.04100001.out 1718998 1719015 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 1676167 1676184 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4103284 4103301 M0_2_50000_blastdb_BL60006.dna.04100001.out 1563806 1563789 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4138474 4138491 M0_2_50000_blastdb_BL60006.dna.04100001.out 1518600 1518617 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4114862 4114883 M0_2_50000_blastdb_BL60006.dna.04100001.out 1504357 1504336 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4114189 4114206 M0_2_50000_blastdb_BL60006.dna.04100001.out 1421550 1421533 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4117696 4117713 M0_2_50000_blastdb_BL60006.dna.04100001.out 1357201 1357184 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4130336 4130353 M0_2_50000_blastdb_BL60006.dna.04100001.out 1299283 1299300 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4107010 4107027 M0_2_50000_blastdb_BL60006.dna.04100001.out 1248085 1248068 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4121990 4122007 M0_2_50000_blastdb_BL60006.dna.04100001.out 1135890 1135907 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4113798 4113815 M0_2_50000_blastdb_BL60006.dna.04100001.out 1130349 1130332 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4113113 4113130 M0_2_50000_blastdb_BL60006.dna.04100001.out 1009126 1009143 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4123438 4123455 M0_2_50000_blastdb_BL60006.dna.04100001.out 945952 945969 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 86.00 4119999 4120040 M0_2_50000_blastdb_BL60006.dna.04100001.out 850856 850815 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4102576 4102597 M0_2_50000_blastdb_BL60006.dna.04100001.out 812374 812353 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4123877 4123894 M0_2_50000_blastdb_BL60006.dna.04100001.out 648587 648604 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4139157 4139174 M0_2_50000_blastdb_BL60006.dna.04100001.out 430489 430506 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4144761 4144782 M0_2_50000_blastdb_BL60006.dna.04100001.out 378123 378102 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4109123 4109140 M0_2_50000_blastdb_BL60006.dna.04100001.out 360706 360689 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 232159 232142 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4111451 4111468 M0_2_50000_blastdb_BL60006.dna.04100001.out 215773 215790 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4134920 4134937 M0_2_50000_blastdb_BL60006.dna.04100001.out 206442 206425 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 4112844 4112865 M0_2_50000_blastdb_BL60006.dna.04100001.out 131320 131341 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120023 4120040 M0_2_50000_blastdb_BL60006.dna.04100001.out 109056 109073 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4115776 4115793 M0_2_50000_blastdb_BL60006.dna.04100001.out 89109 89092 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4128052 4128069 M0_2_50000_blastdb_BL60006.dna.04100001.out 14818 14801 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 4120024 4120041 M0_2_50000_blastdb_BL60006.dna.04100001.out 5091 5074 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
97280 100.00 4150574 4200000 M0_2_50000_blastdb_BL60006.dna.04150001.out 4257136 4207711 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
2167 98.00 4176509 4177693 M0_2_50000_blastdb_BL60006.dna.04150001.out 3589421 3590605 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1039 100.00 4150001 4150524 M0_2_50000_blastdb_BL60006.dna.04150001.out 4257707 4257184 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1021 100.00 4150001 4150519 M0_2_50000_blastdb_BL60006.dna.04150001.out 287694 287176 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1015 100.00 4150001 4150519 M0_2_50000_blastdb_BL60006.dna.04150001.out 3557637 3558156 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
825 99.00 4150001 4150428 M0_2_50000_blastdb_BL60006.dna.04150001.out 3748854 3749281 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
825 99.00 4150001 4150428 M0_2_50000_blastdb_BL60006.dna.04150001.out 3599853 3600280 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
825 99.00 4150001 4150428 M0_2_50000_blastdb_BL60006.dna.04150001.out 3423226 3423653 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
825 99.00 4150001 4150428 M0_2_50000_blastdb_BL60006.dna.04150001.out 2717325 2717752 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
65 100.00 4192958 4192990 M0_2_50000_blastdb_BL60006.dna.04150001.out 4076997 4077029 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 4192958 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 3690357 3690326 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 92.00 4184426 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3309326 3309375 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 88.00 4189946 4190011 M0_2_50000_blastdb_BL60006.dna.04150001.out 360823 360889 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 4192956 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 365276 365244 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 100.00 4192958 4192986 M0_2_50000_blastdb_BL60006.dna.04150001.out 237608 237580 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 94.00 4184443 4184478 M0_2_50000_blastdb_BL60006.dna.04150001.out 3137137 3137172 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 94.00 4189079 4189114 M0_2_50000_blastdb_BL60006.dna.04150001.out 2773653 2773688 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 79.00 4196974 4197129 M0_2_50000_blastdb_BL60006.dna.04150001.out 1730260 1730415 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 94.00 4184443 4184478 M0_2_50000_blastdb_BL60006.dna.04150001.out 1534199 1534234 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 4192956 4192986 M0_2_50000_blastdb_BL60006.dna.04150001.out 3299402 3299372 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 89.00 4197628 4197674 M0_2_50000_blastdb_BL60006.dna.04150001.out 1730914 1730960 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 86.00 4189942 4190011 M0_2_50000_blastdb_BL60006.dna.04150001.out 1643166 1643236 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
52 94.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 3431423 3431456 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
52 85.00 4190010 4190075 M0_2_50000_blastdb_BL60006.dna.04150001.out 2254130 2254065 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 97.00 4188549 4188577 M0_2_50000_blastdb_BL60006.dna.04150001.out 4790071 4790043 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 94.00 4192957 4192989 M0_2_50000_blastdb_BL60006.dna.04150001.out 4270521 4270553 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 91.00 4189939 4189982 M0_2_50000_blastdb_BL60006.dna.04150001.out 4032973 4033017 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 94.00 4192956 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3983313 3983345 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 94.00 4193002 4193034 M0_2_50000_blastdb_BL60006.dna.04150001.out 3802073 3802041 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 94.00 4192956 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 3792908 3792876 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
50 94.00 4193002 4193034 M0_2_50000_blastdb_BL60006.dna.04150001.out 124828 124796 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 94.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 4745075 4745106 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 94.00 4192953 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4565707 4565741 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 84.00 4190010 4190073 M0_2_50000_blastdb_BL60006.dna.04150001.out 3888110 3888047 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 94.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 3461725 3461694 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 92.00 4189944 4189982 M0_2_50000_blastdb_BL60006.dna.04150001.out 2503914 2503875 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 89.00 4192963 4193017 M0_2_50000_blastdb_BL60006.dna.04150001.out 2398996 2398945 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 96.00 4189941 4189968 M0_2_50000_blastdb_BL60006.dna.04150001.out 2276501 2276528 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 89.00 4196647 4196690 M0_2_50000_blastdb_BL60006.dna.04150001.out 1729933 1729976 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 94.00 4193002 4193033 M0_2_50000_blastdb_BL60006.dna.04150001.out 232143 232174 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
48 94.00 4192957 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 101220 101189 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 91.00 4189390 4189424 M0_2_50000_blastdb_BL60006.dna.04150001.out 4790073 4790039 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4184443 4184476 M0_2_50000_blastdb_BL60006.dna.04150001.out 4781575 4781541 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 91.00 4193002 4193036 M0_2_50000_blastdb_BL60006.dna.04150001.out 4750619 4750585 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4369559 4369589 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4203078 4203108 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 94.00 4192958 4192988 M0_2_50000_blastdb_BL60006.dna.04150001.out 4176203 4176173 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 96.00 4177611 4177637 M0_2_50000_blastdb_BL60006.dna.04150001.out 3727881 3727907 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
46 100.00 4177618 4177640 M0_2_50000_blastdb_BL60006.dna.04150001.out 3310880 3310902 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
