26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2243128 2243144 2_50000_blastdb_BX571856.fas.02200001.out 2668063 2668079 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2209384 2209400 2_50000_blastdb_BX571856.fas.02200001.out 2629554 2629570 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2205590 2205606 2_50000_blastdb_BX571856.fas.02200001.out 2584994 2584978 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2203943 2203959 2_50000_blastdb_BX571856.fas.02200001.out 2533170 2533186 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2221918 2221934 2_50000_blastdb_BX571856.fas.02200001.out 2527739 2527755 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2217089 2217105 2_50000_blastdb_BX571856.fas.02200001.out 2526611 2526627 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2212272 2212292 2_50000_blastdb_BX571856.fas.02200001.out 2504136 2504116 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2249814 2249838 2_50000_blastdb_BX571856.fas.02200001.out 2359598 2359622 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2220816 2220836 2_50000_blastdb_BX571856.fas.02200001.out 2341477 2341497 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2225718 2225734 2_50000_blastdb_BX571856.fas.02200001.out 2179643 2179659 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2216986 2217002 2_50000_blastdb_BX571856.fas.02200001.out 2166310 2166294 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 2155978 2155994 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2242463 2242479 2_50000_blastdb_BX571856.fas.02200001.out 2151025 2151009 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2242350 2242366 2_50000_blastdb_BX571856.fas.02200001.out 2147490 2147474 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2249303 2249319 2_50000_blastdb_BX571856.fas.02200001.out 2145198 2145182 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2244776 2244792 2_50000_blastdb_BX571856.fas.02200001.out 2145085 2145069 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2212683 2212703 2_50000_blastdb_BX571856.fas.02200001.out 2127540 2127520 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2222944 2222964 2_50000_blastdb_BX571856.fas.02200001.out 2098944 2098924 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2231609 2231625 2_50000_blastdb_BX571856.fas.02200001.out 2095216 2095232 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246102 2246118 2_50000_blastdb_BX571856.fas.02200001.out 2087612 2087596 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2240585 2240601 2_50000_blastdb_BX571856.fas.02200001.out 2082837 2082853 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2207149 2207165 2_50000_blastdb_BX571856.fas.02200001.out 2059150 2059166 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2206906 2206922 2_50000_blastdb_BX571856.fas.02200001.out 2046303 2046287 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235428 2235444 2_50000_blastdb_BX571856.fas.02200001.out 1964471 1964487 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2220421 2220437 2_50000_blastdb_BX571856.fas.02200001.out 1929482 1929498 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2200812 2200828 2_50000_blastdb_BX571856.fas.02200001.out 1919654 1919670 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2202029 2202045 2_50000_blastdb_BX571856.fas.02200001.out 1902736 1902752 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 1856608 1856624 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2247252 2247268 2_50000_blastdb_BX571856.fas.02200001.out 1832955 1832971 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2233731 2233751 2_50000_blastdb_BX571856.fas.02200001.out 1827893 1827873 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2220588 2220604 2_50000_blastdb_BX571856.fas.02200001.out 1826651 1826667 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2206911 2206927 2_50000_blastdb_BX571856.fas.02200001.out 1820140 1820124 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246694 2246710 2_50000_blastdb_BX571856.fas.02200001.out 1790798 1790814 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2226760 2226776 2_50000_blastdb_BX571856.fas.02200001.out 1740786 1740802 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2213343 2213359 2_50000_blastdb_BX571856.fas.02200001.out 1726671 1726687 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2208639 2208655 2_50000_blastdb_BX571856.fas.02200001.out 1726679 1726663 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2232186 2232202 2_50000_blastdb_BX571856.fas.02200001.out 1723072 1723088 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2236237 2236253 2_50000_blastdb_BX571856.fas.02200001.out 1686090 1686074 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2221850 2221866 2_50000_blastdb_BX571856.fas.02200001.out 1680219 1680235 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246356 2246372 2_50000_blastdb_BX571856.fas.02200001.out 1573879 1573863 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2219466 2219482 2_50000_blastdb_BX571856.fas.02200001.out 1570051 1570035 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2201009 2201025 2_50000_blastdb_BX571856.fas.02200001.out 1567083 1567067 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2238655 2238671 2_50000_blastdb_BX571856.fas.02200001.out 1560518 1560502 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2213713 2213729 2_50000_blastdb_BX571856.fas.02200001.out 1551192 1551176 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2244278 2244294 2_50000_blastdb_BX571856.fas.02200001.out 1547832 1547848 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2209897 2209913 2_50000_blastdb_BX571856.fas.02200001.out 1502507 1502523 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2248572 2248592 2_50000_blastdb_BX571856.fas.02200001.out 1493313 1493293 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2232887 2232907 2_50000_blastdb_BX571856.fas.02200001.out 1492197 1492177 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2203803 2203819 2_50000_blastdb_BX571856.fas.02200001.out 1482228 1482244 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2200287 2200311 2_50000_blastdb_BX571856.fas.02200001.out 1470559 1470583 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 1469434 1469450 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2232006 2232026 2_50000_blastdb_BX571856.fas.02200001.out 1446784 1446804 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2228069 2228085 2_50000_blastdb_BX571856.fas.02200001.out 1437435 1437419 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2227313 2227329 2_50000_blastdb_BX571856.fas.02200001.out 1433525 1433541 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2237635 2237651 2_50000_blastdb_BX571856.fas.02200001.out 1408737 1408753 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2224828 2224844 2_50000_blastdb_BX571856.fas.02200001.out 1394110 1394094 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 1379225 1379209 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2224460 2224476 2_50000_blastdb_BX571856.fas.02200001.out 1371778 1371794 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2242740 2242756 2_50000_blastdb_BX571856.fas.02200001.out 1366705 1366689 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2223774 2223794 2_50000_blastdb_BX571856.fas.02200001.out 1351084 1351064 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2248525 2248541 2_50000_blastdb_BX571856.fas.02200001.out 1347937 1347953 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2209940 2209956 2_50000_blastdb_BX571856.fas.02200001.out 1329435 1329451 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2222281 2222301 2_50000_blastdb_BX571856.fas.02200001.out 1320574 1320554 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2237632 2237648 2_50000_blastdb_BX571856.fas.02200001.out 1273613 1273597 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2224441 2224457 2_50000_blastdb_BX571856.fas.02200001.out 1269646 1269630 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2211805 2211821 2_50000_blastdb_BX571856.fas.02200001.out 1269576 1269560 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2246505 2246525 2_50000_blastdb_BX571856.fas.02200001.out 1262152 1262172 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2204312 2204328 2_50000_blastdb_BX571856.fas.02200001.out 1260915 1260931 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 1254871 1254855 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2236757 2236773 2_50000_blastdb_BX571856.fas.02200001.out 1245387 1245403 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2202585 2202605 2_50000_blastdb_BX571856.fas.02200001.out 1236916 1236896 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2243400 2243424 2_50000_blastdb_BX571856.fas.02200001.out 1227826 1227802 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2244306 2244322 2_50000_blastdb_BX571856.fas.02200001.out 1213573 1213557 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2245212 2245228 2_50000_blastdb_BX571856.fas.02200001.out 1198052 1198068 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2219394 2219410 2_50000_blastdb_BX571856.fas.02200001.out 1110833 1110849 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246694 2246710 2_50000_blastdb_BX571856.fas.02200001.out 1098759 1098775 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2232364 2232384 2_50000_blastdb_BX571856.fas.02200001.out 1089206 1089226 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2245964 2245984 2_50000_blastdb_BX571856.fas.02200001.out 1070472 1070452 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2204819 2204835 2_50000_blastdb_BX571856.fas.02200001.out 1045261 1045277 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2227279 2227295 2_50000_blastdb_BX571856.fas.02200001.out 1013598 1013582 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2217224 2217244 2_50000_blastdb_BX571856.fas.02200001.out 1009780 1009800 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2237635 2237655 2_50000_blastdb_BX571856.fas.02200001.out 994208 994228 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2247639 2247655 2_50000_blastdb_BX571856.fas.02200001.out 959037 959021 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235378 2235394 2_50000_blastdb_BX571856.fas.02200001.out 931196 931212 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2222118 2222134 2_50000_blastdb_BX571856.fas.02200001.out 871728 871712 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2224872 2224896 2_50000_blastdb_BX571856.fas.02200001.out 866748 866772 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 2201865 2201893 2_50000_blastdb_BX571856.fas.02200001.out 860941 860969 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 859848 859864 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2238656 2238672 2_50000_blastdb_BX571856.fas.02200001.out 849866 849882 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2225550 2225566 2_50000_blastdb_BX571856.fas.02200001.out 840856 840872 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2233248 2233264 2_50000_blastdb_BX571856.fas.02200001.out 808874 808858 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2225713 2225733 2_50000_blastdb_BX571856.fas.02200001.out 801720 801740 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2202759 2202775 2_50000_blastdb_BX571856.fas.02200001.out 778066 778082 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 770216 770200 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2247681 2247697 2_50000_blastdb_BX571856.fas.02200001.out 756059 756043 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2248593 2248609 2_50000_blastdb_BX571856.fas.02200001.out 739235 739219 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2206939 2206955 2_50000_blastdb_BX571856.fas.02200001.out 715863 715879 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235115 2235131 2_50000_blastdb_BX571856.fas.02200001.out 669397 669381 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2238650 2238666 2_50000_blastdb_BX571856.fas.02200001.out 667339 667355 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235857 2235873 2_50000_blastdb_BX571856.fas.02200001.out 618166 618182 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2248931 2248947 2_50000_blastdb_BX571856.fas.02200001.out 608193 608177 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235838 2235854 2_50000_blastdb_BX571856.fas.02200001.out 607746 607730 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2239287 2239303 2_50000_blastdb_BX571856.fas.02200001.out 597878 597894 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2232351 2232375 2_50000_blastdb_BX571856.fas.02200001.out 595800 595776 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2248113 2248133 2_50000_blastdb_BX571856.fas.02200001.out 589720 589700 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2241368 2241384 2_50000_blastdb_BX571856.fas.02200001.out 583005 582989 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2211900 2211916 2_50000_blastdb_BX571856.fas.02200001.out 581573 581557 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2236553 2236569 2_50000_blastdb_BX571856.fas.02200001.out 581507 581523 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2202752 2202768 2_50000_blastdb_BX571856.fas.02200001.out 558722 558738 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2235378 2235394 2_50000_blastdb_BX571856.fas.02200001.out 552507 552523 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2225929 2225945 2_50000_blastdb_BX571856.fas.02200001.out 550245 550229 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2227393 2227409 2_50000_blastdb_BX571856.fas.02200001.out 527307 527323 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2237507 2237523 2_50000_blastdb_BX571856.fas.02200001.out 500435 500451 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2244109 2244125 2_50000_blastdb_BX571856.fas.02200001.out 498263 498279 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2204635 2204651 2_50000_blastdb_BX571856.fas.02200001.out 449582 449598 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2230239 2230263 2_50000_blastdb_BX571856.fas.02200001.out 435334 435310 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 406523 406507 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2227279 2227295 2_50000_blastdb_BX571856.fas.02200001.out 374271 374255 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2236941 2236957 2_50000_blastdb_BX571856.fas.02200001.out 353304 353320 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2239020 2239036 2_50000_blastdb_BX571856.fas.02200001.out 314920 314904 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2230181 2230201 2_50000_blastdb_BX571856.fas.02200001.out 313627 313647 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2223085 2223105 2_50000_blastdb_BX571856.fas.02200001.out 291398 291418 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2227959 2227975 2_50000_blastdb_BX571856.fas.02200001.out 288558 288542 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2249054 2249070 2_50000_blastdb_BX571856.fas.02200001.out 287808 287792 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 273801 273817 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2246562 2246582 2_50000_blastdb_BX571856.fas.02200001.out 257020 257040 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2222318 2222338 2_50000_blastdb_BX571856.fas.02200001.out 254126 254106 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2240932 2240952 2_50000_blastdb_BX571856.fas.02200001.out 195958 195978 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2246136 2246152 2_50000_blastdb_BX571856.fas.02200001.out 165399 165383 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 85.00 2246085 2246125 2_50000_blastdb_BX571856.fas.02200001.out 163904 163944 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2225650 2225666 2_50000_blastdb_BX571856.fas.02200001.out 154283 154267 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2222126 2222142 2_50000_blastdb_BX571856.fas.02200001.out 153339 153323 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 2248571 2248595 2_50000_blastdb_BX571856.fas.02200001.out 133997 133973 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2211122 2211138 2_50000_blastdb_BX571856.fas.02200001.out 127254 127270 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2204531 2204547 2_50000_blastdb_BX571856.fas.02200001.out 46547 46531 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2224124 2224140 2_50000_blastdb_BX571856.fas.02200001.out 21816 21800 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 2249944 2249960 2_50000_blastdb_BX571856.fas.02200001.out 19977 19961 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 2238711 2238731 2_50000_blastdb_BX571856.fas.02200001.out 3513 3493 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
25150 98.00 2264674 2278159 2_50000_blastdb_BX571856.fas.02250001.out 2166064 2179548 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
22870 99.00 2284170 2296252 2_50000_blastdb_BX571856.fas.02250001.out 2185559 2197647 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
12190 98.00 2250001 2256562 2_50000_blastdb_BX571856.fas.02250001.out 2151708 2158268 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
10150 99.00 2259361 2264615 2_50000_blastdb_BX571856.fas.02250001.out 2160751 2166005 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
7596 99.00 2280073 2284114 2_50000_blastdb_BX571856.fas.02250001.out 2181462 2185503 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
6827 98.00 2296307 2300000 2_50000_blastdb_BX571856.fas.02250001.out 2197702 2201403 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
4329 98.00 2256579 2258994 2_50000_blastdb_BX571856.fas.02250001.out 2158286 2160701 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
3491 100.00 2278217 2280005 2_50000_blastdb_BX571856.fas.02250001.out 2179606 2181394 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1219 99.00 2293278 2293920 2_50000_blastdb_BX571856.fas.02250001.out 129906 129264 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
396 98.00 2259141 2259360 2_50000_blastdb_BX571856.fas.02250001.out 406506 406725 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
349 96.00 2259149 2259360 2_50000_blastdb_BX571856.fas.02250001.out 654198 654409 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
305 98.00 2254123 2254288 2_50000_blastdb_BX571856.fas.02250001.out 770364 770199 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
303 98.00 2254125 2254289 2_50000_blastdb_BX571856.fas.02250001.out 1856462 1856626 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
280 97.00 2254124 2254280 2_50000_blastdb_BX571856.fas.02250001.out 2519441 2519285 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
228 100.00 2254176 2254290 2_50000_blastdb_BX571856.fas.02250001.out 406618 406504 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
224 100.00 2259141 2259253 2_50000_blastdb_BX571856.fas.02250001.out 2155995 2155883 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
224 100.00 2259141 2259253 2_50000_blastdb_BX571856.fas.02250001.out 1856625 1856513 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
216 99.00 2259141 2259253 2_50000_blastdb_BX571856.fas.02250001.out 770199 770311 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
216 100.00 2254186 2254294 2_50000_blastdb_BX571856.fas.02250001.out 165484 165376 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
206 100.00 2254186 2254289 2_50000_blastdb_BX571856.fas.02250001.out 859763 859866 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
206 100.00 2254186 2254289 2_50000_blastdb_BX571856.fas.02250001.out 273716 273819 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
204 100.00 2259141 2259243 2_50000_blastdb_BX571856.fas.02250001.out 859865 859763 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
204 100.00 2259141 2259243 2_50000_blastdb_BX571856.fas.02250001.out 273818 273716 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
204 100.00 2259141 2259243 2_50000_blastdb_BX571856.fas.02250001.out 165382 165484 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
198 99.00 2259140 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1379207 1379310 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
196 99.00 2254186 2254288 2_50000_blastdb_BX571856.fas.02250001.out 1379310 1379208 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
194 99.00 2259142 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1972168 1972067 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
194 99.00 2254186 2254287 2_50000_blastdb_BX571856.fas.02250001.out 1972067 1972168 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
192 98.00 2259149 2259253 2_50000_blastdb_BX571856.fas.02250001.out 2519285 2519389 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
190 98.00 2259140 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1469452 1469349 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
188 98.00 2254186 2254288 2_50000_blastdb_BX571856.fas.02250001.out 1469349 1469451 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
188 97.00 2259256 2259362 2_50000_blastdb_BX571856.fas.02250001.out 1379428 1379534 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
186 94.00 2254125 2254249 2_50000_blastdb_BX571856.fas.02250001.out 1821487 1821362 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
184 97.00 2259256 2259360 2_50000_blastdb_BX571856.fas.02250001.out 1096703 1096599 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
184 97.00 2254176 2254280 2_50000_blastdb_BX571856.fas.02250001.out 654302 654198 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
182 97.00 2254186 2254289 2_50000_blastdb_BX571856.fas.02250001.out 1658475 1658372 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
180 97.00 2259141 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1658373 1658475 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
180 96.00 2259031 2259140 2_50000_blastdb_BX571856.fas.02250001.out 860033 859926 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
178 96.00 2259255 2259360 2_50000_blastdb_BX571856.fas.02250001.out 140232 140337 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
176 97.00 2259256 2259356 2_50000_blastdb_BX571856.fas.02250001.out 1469231 1469131 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
176 96.00 2259256 2259360 2_50000_blastdb_BX571856.fas.02250001.out 859704 859600 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
172 98.00 2259149 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1096857 1096763 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
172 98.00 2254186 2254280 2_50000_blastdb_BX571856.fas.02250001.out 1096763 1096857 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
170 96.00 2259260 2259361 2_50000_blastdb_BX571856.fas.02250001.out 2483675 2483574 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
170 97.00 2254186 2254287 2_50000_blastdb_BX571856.fas.02250001.out 1254955 1254855 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
170 97.00 2259142 2259243 2_50000_blastdb_BX571856.fas.02250001.out 1254855 1254955 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
163 95.00 2254186 2254287 2_50000_blastdb_BX571856.fas.02250001.out 140174 140073 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
163 95.00 2259142 2259243 2_50000_blastdb_BX571856.fas.02250001.out 140073 140174 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
149 96.00 2259153 2259243 2_50000_blastdb_BX571856.fas.02250001.out 2591198 2591108 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
