Id,Sample_Name,Country_Of_Isolation,Longitude,Latitude,Year,Accession,Source,Serotype,Transmission_Event,Transmission_Event__color,Transmission_Event__shape,LAT,LAT__color,LAT__shape,Wave,Wave__color,Wave__shape,ampicillin__color,chloramphenicol__color,cefalotin__color,ciprofloxacin__color,colistin__color,cefotaxime__color,doxycycline__color,erythromycin__color,nitrofurantoin__color,nalidixic_acid__color,norfloxacin__color,vibriostatic_agent_O129__color,ofloxacin__color,polymyxin_B__color,pefloxacin__color,streptomycin__color,sulfonamides__color,trimethoprim_sulfamethoxazole__color,tetracycline__color,incA_C_plasmid,SXT_R391,GI_AMR,blaTEM,blaCARB,blaSHV,blaOXA,blaCTX_M,blaACT,blaCMY,strA_strB,aadA1,aadA2,aph_3___I,Other_aminoglycosides,aadA_New,catB9,catA1,catA2,floR,cmlA1,mphA,others,sul1,sul2,tet_A_,tet_B_,tet_C_,tet_D_,tet_G_,tet_New,dfrA1,dfrA12,dfrA15,dfrA18,dfrA23,dfrA30,dfrA31,dfrA_New,PMQR,gyrA,gyrB,parC,parE
16244_8_49,CNRVC000064,Madagascar,46.869107,-18.766947,2000,ERR976551,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,ICEVchInd5_ICEVchBan5_delICEVCHIND5_0012_ICEVCHIND5_0020,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC010051_ATCACG_L001,CNRVC010051,Madagascar,46.869107,-18.766947,2000,ERR1877939,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,IncA_C2,ICEVchInd5_ICEVchBan5_delICEVCHIND5_0012_ICEVCHIND5_0020,,,,,,,,,,,,,,,catB9,,,,,,,,sul2,,,,tet(D),,,dfrA1,,dfrA15,,,,,,,S83I,,,
CNRVC010055_TTAGGC_L001,CNRVC010055,Madagascar,46.869107,-18.766947,2001,ERR1877940,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,IncA_C2,ICEVchInd5_ICEVchBan5_delICEVCHIND5_0012_ICEVCHIND5_0020,,,,,,,,,,,,,,,catB9,,,,,,,,sul2,,,,tet(D),,,dfrA1,,dfrA15,,,,,,,S83I,,,
CNRVC010008_GCCAAT_L001,CNRVC010008,Comoros,43.333300,-11.645500,2001,ERR1877644,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,IncA_C2,ICEVchInd5_ICEVchBan5_delICEVCHIND5_0012_ICEVCHIND5_0020,,,,,,,,,,,,,,,catB9,,,,,,,,sul2,,,,tet(D),,,dfrA1,,dfrA15,,,,,,,S83I,,,
CNRVC000085,CNRVC000085,Comoros,43.333300,-11.645500,2000,ERR1877640,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC010045,CNRVC010045,Comoros,43.333300,-11.645500,2001,ERR1877648,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_43,CNRVC000055,Madagascar,46.869107,-18.766947,1999,ERR976590,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_44,CNRVC000056,Madagascar,46.869107,-18.766947,1999,ERR976591,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_42,CNRVC990078,Madagascar,46.869107,-18.766947,1999,ERR976589,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_46,CNRVC000059,Madagascar,46.869107,-18.766947,2000,ERR976593,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_45,CNRVC000058,Madagascar,46.869107,-18.766947,2000,ERR976592,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_48,CNRVC000062,Madagascar,46.869107,-18.766947,2000,ERR976595,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_47,CNRVC000060,Madagascar,46.869107,-18.766947,2000,ERR976594,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_29,CNRVC980384,Sudan,30.217636,12.862807,1998,ERR976575,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_25,CNRVC980356,Sudan,30.217636,12.862807,1998,ERR976572,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_38,CNRVC990015,Uganda,32.290275,1.373333,1999,ERR976585,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC000043,CNRVC000043,Uganda,32.290275,1.373333,2000,ERR1877638,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC000044_TGACCA_L001,CNRVC000044,Uganda,32.290275,1.373333,2000,ERR1877639,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_7,CNRVC980005,Uganda,32.290275,1.373333,1998,ERR976553,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_6,CNRVC980004,Uganda,32.290275,1.373333,1998,ERR976553,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_20,CNRVC980194,Rwanda,29.873888,-1.940278,1998,ERR976566,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
16244_8_21,CNRVC980195,Rwanda,29.873888,-1.940278,1998,ERR976567,Clinical,Ogawa,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC000209,CNRVC000209,Rwanda,29.873888,-1.940278,2000,ERR1877641,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC000212_ACAGTG_L001,CNRVC000212,Rwanda,29.873888,-1.940278,2000,ERR1877642,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC030469,CNRVC030469,DemocraticRepublicoftheCongo,21.758664,-4.038333,2003,ERR1878097,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC030032,CNRVC030032,DemocraticRepublicoftheCongo,21.758664,-4.038333,2003,ERR1878090,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC050077,CNRVC050077,DemocraticRepublicoftheCongo,21.758664,-4.038333,2005,ERR1878132,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC040299,CNRVC040299,DemocraticRepublicoftheCongo,21.758664,-4.038333,2004,ERR1878116,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC060120,CNRVC060120,Kenya,37.906193,-0.023559,2006,ERR1878154,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC070020,CNRVC070020,Djibouti,42.590275,11.825138,2007,ERR1878551,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC060119,CNRVC060119,Kenya,37.906193,-0.023559,2006,ERR1878153,Clinical,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
4056_8_12,A482,Djibouti,42.590275,11.825138,2007,ERR018174,No_Data,Inaba,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_33,KNC8669,Kenya,37.906193,-0.023559,2010,ERR117599,Clinical,Unknown,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
4056_8_10,A483,Djibouti,42.590275,11.825138,2007,ERR018172,No_Data,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
4056_8_2,A481,Djibouti,42.590275,11.825138,2007,ERR018175,No_Data,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_41,KNC1420,Kenya,37.906193,-0.023559,2009,ERR117607,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_5_15,KNE170,Kenya,37.906193,-0.023559,2010,ERR117485,Environmental,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_3,KNE168,Kenya,37.906193,-0.023559,2010,ERR117569,Environmental,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_24,KNC161,Kenya,37.906193,-0.023559,2010,ERR117590,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_13,KNC133,Kenya,37.906193,-0.023559,2007,ERR117579,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_39,KNC233,Kenya,37.906193,-0.023559,2009,ERR117605,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_43,KNC207,Kenya,37.906193,-0.023559,2009,ERR117609,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,ICEVchInd5_ICEVchBan5,,,,,blaOXA-10,,,,strA_strB,aadA1,,,,aadA_New,catB9,,,floR,,mph(A),msr(E)_mph(E),sul1,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_7_6,KNC135,Kenya,37.906193,-0.023559,2009,ERR117572,Clinical,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_5_12,KNE134B,Kenya,37.906193,-0.023559,2009,ERR117482,Environmental,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_5_10,KNE134,Kenya,37.906193,-0.023559,2009,ERR117480,Environmental,No_Data,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7346_8_51,KNC8678,Kenya,37.906193,-0.023559,2009,ERR114416,Clinical,Unknown,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC070067,CNRVC070067,SouthSudan,31.306979,6.876992,2007,ERR1878554,Clinical,Nottypable(verylowagglutination),T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
CNRVC070066,CNRVC070066,SouthSudan,31.306979,6.876992,2007,ERR1878553,Clinical,Nottypable(verylowagglutination),T10,#117899,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
7298_5_3,KNE3C,Kenya,37.906193,-0.023559,2010,ERR117473,Environmental,Unknown,T10,#117899,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,S83I,,,
